age,education,default,balance,housing,loan,day_of_week,campaign,pdays,previous,poutcome,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,contact_cellular,contact_telephone,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,y
0.2361111111111111,3,0,0.05515266124442324,0,0,13,0.0,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.5,-1,0,0.06725173040556667,0,0,16,0.0,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.26388888888888884,2,0,0.07751482549066407,0,0,2,0.02040816326530612,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
0.19444444444444442,3,0,0.03829841922632053,0,0,29,0.18367346938775508,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.19444444444444442,3,0,0.0364073659279931,0,0,14,0.0,346,1,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.13888888888888884,1,0,0.03712339581765106,1,0,14,0.0,371,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1
0.19444444444444442,2,0,0.04334734793544716,0,0,6,0.02040816326530612,266,2,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0.8472222222222221,2,0,0.1885912570914499,0,0,9,0.16326530612244897,-1,0,-1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.3055555555555556,2,0,0.036131969816586194,0,1,26,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.19444444444444442,2,0,0.04757008831035306,1,0,20,0.061224489795918366,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0.125,3,0,0.037747627003506715,0,0,4,0.0,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.5,2,0,0.06089926010244736,0,0,11,0.10204081632653061,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
0.4444444444444444,1,0,0.045220041493014125,0,0,28,0.0,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0.5833333333333333,2,0,0.08249031523674887,1,0,2,0.061224489795918366,-1,0,-1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.18055555555555552,2,0,0.03951016211651092,1,0,15,0.0,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.5694444444444444,2,0,0.036131969816586194,0,0,6,0.02040816326530612,-1,0,-1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.19444444444444442,3,0,0.05695191583894836,0,0,28,0.061224489795918366,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.1111111111111111,3,0,0.22130831512659044,0,0,21,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1
0.2222222222222222,2,0,0.061101217250812426,1,0,17,0.0,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.2777777777777778,2,0,0.04312703104632163,1,0,29,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.06944444444444442,2,0,0.037802706225788095,1,0,16,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.19444444444444442,2,0,0.039198046523583094,1,1,8,0.04081632653061225,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.26388888888888884,3,0,0.0339471606660914,1,0,11,0.2040816326530612,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.5138888888888888,2,0,0.10808379385683076,0,0,16,0.02040816326530612,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.16666666666666663,3,0,0.036131969816586194,0,0,6,0.061224489795918366,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
0.48611111111111105,2,0,0.039308204968145855,0,1,21,0.02040816326530612,143,1,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.1111111111111111,2,0,0.043420786898489,0,0,29,0.0,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0.375,2,0,0.03927148548662494,1,1,7,0.0,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.2222222222222222,2,0,0.03616868929810711,1,0,25,0.2040816326530612,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.20833333333333331,1,0,0.06016487047202894,1,0,13,0.0,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.16666666666666663,3,0,0.06189068610351223,0,0,6,0.061224489795918366,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.16666666666666663,3,0,0.05036076890594306,1,0,16,0.02040816326530612,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.20833333333333331,3,0,0.08909982191051463,0,0,5,0.02040816326530612,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1
0.125,2,0,0.040593386821378086,0,1,4,0.0,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.375,1,0,0.1601152991719757,0,0,11,0.16326530612244897,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.2777777777777778,2,1,0.03616868929810711,0,0,20,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.5555555555555555,2,0,0.052398700130354164,0,0,16,0.061224489795918366,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.19444444444444442,3,0,0.03615032955734666,1,1,16,0.02040816326530612,-1,0,-1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.4722222222222222,2,0,0.04635834542016267,0,0,8,0.04081632653061225,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.5416666666666666,2,0,0.15293664053463565,1,1,18,0.0,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.2777777777777778,2,0,0.06706813299796208,1,0,5,0.0,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.5,3,0,0.04006095433932473,1,0,18,0.0,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.29166666666666663,3,0,0.04180512971156848,0,0,26,0.26530612244897955,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.3194444444444444,3,0,0.14629041437934898,1,0,15,0.10204081632653061,178,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.1111111111111111,2,0,0.07288817081902804,0,0,29,0.0,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1
0.3055555555555556,2,0,0.03038537095856207,1,0,3,0.02040816326530612,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.43055555555555547,3,0,0.03756402959590211,1,0,8,0.04081632653061225,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0.1111111111111111,1,0,0.04531184019681643,1,0,15,0.10204081632653061,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.38888888888888884,2,0,0.06840839407347568,1,0,18,0.0,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.5,3,0,0.08432628931279491,1,0,26,0.04081632653061225,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.20833333333333331,2,0,0.0717498668918795,0,0,27,0.18367346938775508,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.41666666666666663,2,0,0.04347586612077038,1,1,13,0.0,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.15277777777777773,3,0,0.06266179521545157,0,0,4,0.02040816326530612,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1
0.18055555555555552,2,0,0.03620540877962804,0,0,16,0.02040816326530612,182,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0.3055555555555556,3,0,0.046101309049516224,1,0,2,0.02040816326530612,262,275,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
0.41666666666666663,2,0,0.03616868929810711,0,0,8,0.10204081632653061,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.16666666666666663,2,0,0.09385499476747389,0,0,19,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1
0.5277777777777777,1,0,0.037637468558943954,0,0,16,0.0,-1,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.33333333333333326,2,0,0.04217232452677769,0,0,19,0.04081632653061225,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.3472222222222222,1,0,0.040813703710503614,1,0,17,0.0,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.45833333333333326,2,0,0.047111094791341554,1,0,18,0.061224489795918366,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
0.2777777777777778,3,0,0.03910624781978079,1,0,21,0.0,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.4444444444444444,2,0,0.06763728496153634,1,0,7,0.0,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0.18055555555555552,3,0,0.10477904051994788,0,0,11,0.04081632653061225,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.5694444444444444,2,0,0.05443663135476527,0,1,11,0.061224489795918366,-1,0,-1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.3472222222222222,2,0,0.05015881175757799,1,0,14,0.08163265306122448,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.45833333333333326,1,0,0.07171314741035857,0,0,19,0.0,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.33333333333333326,2,0,0.06655406025666918,1,1,17,0.0,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.2361111111111111,2,0,0.06368994069803735,1,0,15,0.0,357,1,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.29166666666666663,2,0,0.03253346062753594,1,0,8,0.02040816326530612,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.25,3,0,0.04110745956267098,1,0,27,0.02040816326530612,-1,0,-1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.29166666666666663,2,0,0.04544035838213965,1,0,12,0.12244897959183673,-1,0,-1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.5416666666666666,2,0,0.1865900453485597,1,0,19,0.02040816326530612,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.19444444444444442,3,0,0.05054436631354766,0,0,3,0.0,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.5694444444444444,3,0,0.07870820864009401,1,0,15,0.6326530612244897,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.3472222222222222,3,0,0.0642223731800907,0,0,7,0.04081632653061225,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.3472222222222222,3,0,0.03616868929810711,0,1,20,0.02040816326530612,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.43055555555555547,2,0,0.039198046523583094,1,1,6,0.04081632653061225,-1,0,-1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.41666666666666663,2,0,0.07088695907613785,0,0,29,0.04081632653061225,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
0.5694444444444444,2,0,0.0613949731029798,0,1,9,0.061224489795918366,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.375,-1,0,0.04151137385940111,0,0,24,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.3055555555555556,2,0,0.03040373069932253,1,0,28,0.0,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.4722222222222222,2,0,0.037417151669818426,1,0,3,0.02040816326530612,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.2777777777777778,2,0,0.04314539078708209,1,0,17,0.0,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0.38888888888888884,2,0,0.04152973360016157,1,0,17,0.0,-1,0,-1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.3472222222222222,2,0,0.03181743073787799,1,1,29,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.25,3,0,0.05678667817210421,1,1,16,0.08163265306122448,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.3055555555555556,2,0,0.042869994675675184,1,0,5,0.0,274,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
0.36111111111111105,3,0,0.06950997851910332,1,1,12,0.0,104,1,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.5833333333333333,1,0,0.03743551141057889,0,0,10,0.04081632653061225,-1,0,-1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.2777777777777778,2,0,0.12372629298474305,1,0,17,0.0,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0.4444444444444444,2,0,0.03991407641324105,1,0,6,0.0,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.18055555555555552,2,0,0.06653570051590872,1,0,9,0.04081632653061225,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.25,3,0,0.1709475462206474,0,0,17,0.0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.5138888888888888,1,0,0.07701911249013164,1,0,21,0.04081632653061225,172,3,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
0.3194444444444444,2,0,0.04378798171369821,0,0,27,0.04081632653061225,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.16666666666666663,2,0,0.03996915563552243,1,0,6,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.4444444444444444,1,0,0.042264123230579986,0,0,27,0.04081632653061225,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.4722222222222222,2,0,0.04162153230396387,0,0,19,0.061224489795918366,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.26388888888888884,2,0,0.06271687443773294,1,0,20,0.02040816326530612,283,2,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0.15277777777777773,2,0,0.036131969816586194,1,0,2,0.061224489795918366,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.3194444444444444,2,0,0.04083206345126407,0,0,19,0.0,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.16666666666666663,2,0,0.10606422237318011,1,0,3,0.061224489795918366,-1,0,-1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.4722222222222222,2,0,0.05348192483522134,0,0,20,0.14285714285714285,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.5277777777777777,2,0,0.036131969816586194,0,0,26,0.14285714285714285,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.2777777777777778,3,0,0.16692676299410655,0,0,16,0.10204081632653061,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.25,2,0,0.04929590394183635,0,0,11,0.0,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.20833333333333331,3,0,0.04542199864137919,0,0,4,0.0,91,2,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0.19444444444444442,2,0,0.042043806341454465,1,1,9,0.04081632653061225,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
0.36111111111111105,1,0,0.03635228670571172,1,0,16,0.18367346938775508,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0.19444444444444442,2,1,0.03611361007582573,1,0,9,0.0,-1,0,-1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
0.26388888888888884,2,0,0.2736886555161841,1,1,3,0.04081632653061225,202,9,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
0.3194444444444444,2,0,0.28378651293443735,0,0,21,0.02040816326530612,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0.4722222222222222,3,0,0.036187049038867575,0,0,1,0.0,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.19444444444444442,2,0,0.04575247397506747,0,0,5,0.0,-1,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.29166666666666663,3,0,0.046927497383736944,1,1,2,0.02040816326530612,-1,0,-1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
